datetime,cpm,cps
 2019-07-31 18:20:11,12,0
 2019-07-31 18:20:13,13,1
 2019-07-31 18:20:14,13,0
 2019-07-31 18:20:15,14,1
 2019-07-31 18:20:16,13,0
 2019-07-31 18:20:17,14,1
 2019-07-31 18:20:18,13,0
 2019-07-31 18:20:18,13,0
 2019-07-31 18:20:19,13,0
 2019-07-31 18:20:21,13,0
 2019-07-31 18:20:22,14,1
 2019-07-31 18:20:23,14,0
 2019-07-31 18:20:24,14,0
 2019-07-31 18:20:25,13,0
 2019-07-31 18:20:25,13,0
 2019-07-31 18:20:26,13,0
 2019-07-31 18:20:28,13,0
 2019-07-31 18:20:29,13,0
 2019-07-31 18:20:30,13,0
 2019-07-31 18:20:31,13,0
 2019-07-31 18:20:32,13,0
 2019-07-31 18:20:33,14,1
 2019-07-31 18:20:33,15,1
 2019-07-31 18:20:34,15,1
 2019-07-31 18:20:36,14,0
 2019-07-31 18:20:37,14,0
 2019-07-31 18:20:38,14,0
 2019-07-31 18:20:39,15,1
 2019-07-31 18:20:40,15,0
 2019-07-31 18:20:40,16,1
 2019-07-31 18:20:41,16,0
 2019-07-31 18:20:43,15,0
 2019-07-31 18:20:44,14,0
 2019-07-31 18:20:45,14,0
 2019-07-31 18:20:46,14,0
 2019-07-31 18:20:47,14,0
 2019-07-31 18:20:47,14,0
 2019-07-31 18:20:48,14,0
 2019-07-31 18:20:50,15,1
 2019-07-31 18:20:51,15,0
 2019-07-31 18:20:52,16,1
 2019-07-31 18:20:53,18,2
 2019-07-31 18:20:54,18,0
 2019-07-31 18:20:55,18,0
 2019-07-31 18:20:55,18,0
 2019-07-31 18:20:56,17,0
 2019-07-31 18:20:58,18,1
 2019-07-31 18:20:59,18,0
 2019-07-31 18:21:00,17,0
 2019-07-31 18:21:01,18,1
 2019-07-31 18:21:02,17,0
 2019-07-31 18:21:02,18,1
 2019-07-31 18:21:03,18,0
 2019-07-31 18:21:05,18,0
 2019-07-31 18:21:06,18,0
 2019-07-31 18:21:07,19,1
 2019-07-31 18:21:08,17,0
 2019-07-31 18:21:09,17,0
 2019-07-31 18:21:10,17,0
 2019-07-31 18:21:10,17,0
 2019-07-31 18:21:11,17,0
 2019-07-31 18:21:13,16,0
 2019-07-31 18:21:14,16,0
 2019-07-31 18:21:15,15,0
 2019-07-31 18:21:16,15,0
 2019-07-31 18:21:17,14,0
 2019-07-31 18:21:17,15,1
 2019-07-31 18:21:18,15,0
 2019-07-31 18:21:20,15,0
 2019-07-31 18:21:21,16,1
 2019-07-31 18:21:22,15,0
 2019-07-31 18:21:23,15,0
 2019-07-31 18:21:24,16,1
 2019-07-31 18:21:25,16,0
 2019-07-31 18:21:25,16,0
 2019-07-31 18:21:27,17,1
 2019-07-31 18:21:28,18,1
 2019-07-31 18:21:29,18,0
 2019-07-31 18:21:30,18,0
 2019-07-31 18:21:31,18,0
 2019-07-31 18:21:32,18,0
 2019-07-31 18:21:32,18,1
 2019-07-31 18:21:33,19,2
 2019-07-31 18:21:35,18,0
 2019-07-31 18:21:35,19,1
 2019-07-31 18:21:36,20,1
 2019-07-31 18:21:37,20,0
 2019-07-31 18:21:38,20,1
 2019-07-31 18:21:39,20,0
 2019-07-31 18:21:39,19,0
 2019-07-31 18:21:40,19,0
 2019-07-31 18:21:42,19,0
 2019-07-31 18:21:43,20,1
 2019-07-31 18:21:44,20,0
 2019-07-31 18:21:45,20,0
 2019-07-31 18:21:46,20,0
 2019-07-31 18:21:47,21,1
 2019-07-31 18:21:47,21,0
 2019-07-31 18:21:48,20,0
 2019-07-31 18:21:50,21,1
 2019-07-31 18:21:51,20,0
 2019-07-31 18:21:52,19,1
 2019-07-31 18:21:53,19,0
 2019-07-31 18:21:54,19,0
 2019-07-31 18:21:54,19,0
 2019-07-31 18:21:55,19,0
 2019-07-31 18:21:57,19,1
 2019-07-31 18:21:58,20,1
 2019-07-31 18:21:59,20,0
 2019-07-31 18:22:00,19,0
 2019-07-31 18:22:01,21,2
 2019-07-31 18:22:02,21,1
 2019-07-31 18:22:02,21,0
 2019-07-31 18:22:03,21,0
 2019-07-31 18:22:05,21,0
 2019-07-31 18:22:06,20,0
 2019-07-31 18:22:07,20,0
 2019-07-31 18:22:08,20,0
 2019-07-31 18:22:09,20,0
 2019-07-31 18:22:09,20,0
 2019-07-31 18:22:10,20,0
 2019-07-31 18:22:12,20,0
 2019-07-31 18:22:13,20,0
 2019-07-31 18:22:14,20,0
 2019-07-31 18:22:15,20,0
 2019-07-31 18:22:16,21,1
 2019-07-31 18:22:17,20,0
 2019-07-31 18:22:17,20,0
 2019-07-31 18:22:19,20,0
 2019-07-31 18:22:20,20,1
 2019-07-31 18:22:21,20,0
 2019-07-31 18:22:22,21,1
 2019-07-31 18:22:23,20,0
 2019-07-31 18:22:24,20,0
 2019-07-31 18:22:24,20,0
 2019-07-31 18:22:25,19,0
 2019-07-31 18:22:27,19,1
 2019-07-31 18:22:28,19,0
 2019-07-31 18:22:29,19,0
 2019-07-31 18:22:30,19,0
 2019-07-31 18:22:31,19,0
 2019-07-31 18:22:31,18,0
 2019-07-31 18:22:32,16,0
 2019-07-31 18:22:34,16,0
 2019-07-31 18:22:35,16,1
 2019-07-31 18:22:36,15,0
 2019-07-31 18:22:37,15,0
 2019-07-31 18:22:38,14,0
 2019-07-31 18:22:39,14,0
 2019-07-31 18:22:39,14,0
 2019-07-31 18:22:40,15,1
 2019-07-31 18:22:42,15,0
 2019-07-31 18:22:43,14,0
 2019-07-31 18:22:44,14,0
 2019-07-31 18:22:45,14,0
 2019-07-31 18:22:46,15,1
 2019-07-31 18:22:46,14,0
 2019-07-31 18:22:47,14,0
 2019-07-31 18:22:49,15,1
 2019-07-31 18:22:50,14,0
 2019-07-31 18:22:51,14,0
 2019-07-31 18:22:52,13,0
 2019-07-31 18:22:53,15,2
 2019-07-31 18:22:54,15,0
 2019-07-31 18:22:56,16,1
 2019-07-31 18:22:57,17,1
 2019-07-31 18:22:58,16,0
 2019-07-31 18:22:59,15,0
 2019-07-31 18:23:00,15,0
 2019-07-31 18:23:01,15,0
 2019-07-31 18:23:01,13,0
 2019-07-31 18:23:02,12,0
 2019-07-31 18:23:04,13,1
 2019-07-31 18:23:05,14,1
 2019-07-31 18:23:06,14,0
 2019-07-31 18:23:07,14,0
 2019-07-31 18:23:08,14,0
 2019-07-31 18:23:08,14,0
 2019-07-31 18:23:09,14,0
 2019-07-31 18:23:11,14,0
 2019-07-31 18:23:12,14,0
 2019-07-31 18:23:13,14,0
 2019-07-31 18:23:14,14,0
 2019-07-31 18:23:15,16,2
 2019-07-31 18:23:16,18,2
 2019-07-31 18:23:16,17,0
 2019-07-31 18:23:17,17,0
 2019-07-31 18:23:19,17,0
 2019-07-31 18:23:20,17,0
 2019-07-31 18:23:21,16,0
 2019-07-31 18:23:22,16,0
 2019-07-31 18:23:23,15,0
 2019-07-31 18:23:23,16,1
 2019-07-31 18:23:24,16,0
 2019-07-31 18:23:26,16,0
 2019-07-31 18:23:27,16,0
 2019-07-31 18:23:28,15,0
 2019-07-31 18:23:29,16,1
 2019-07-31 18:23:30,16,0
 2019-07-31 18:23:31,16,0
 2019-07-31 18:23:31,16,0
 2019-07-31 18:23:32,18,2
 2019-07-31 18:23:34,18,0
 2019-07-31 18:23:35,19,1
 2019-07-31 18:23:36,18,0
 2019-07-31 18:23:37,18,0
 2019-07-31 18:23:38,18,0
 2019-07-31 18:23:38,18,0
 2019-07-31 18:23:39,18,0
 2019-07-31 18:23:41,19,1
 2019-07-31 18:23:42,18,0
 2019-07-31 18:23:43,18,0
 2019-07-31 18:23:44,18,0
 2019-07-31 18:23:45,18,0
 2019-07-31 18:23:46,18,0
 2019-07-31 18:23:46,17,0
 2019-07-31 18:23:48,17,0
 2019-07-31 18:23:49,18,1
 2019-07-31 18:23:50,17,0
 2019-07-31 18:23:51,17,0
 2019-07-31 18:23:52,17,0
 2019-07-31 18:23:53,17,0
 2019-07-31 18:23:53,15,0
 2019-07-31 18:23:54,16,1
 2019-07-31 18:23:56,15,0
 2019-07-31 18:23:57,14,0
 2019-07-31 18:23:58,16,2
 2019-07-31 18:23:59,16,0
 2019-07-31 18:24:00,16,0
 2019-07-31 18:24:00,16,0
 2019-07-31 18:24:01,16,0
 2019-07-31 18:24:03,17,1
 2019-07-31 18:24:04,16,0
 2019-07-31 18:24:05,15,0
 2019-07-31 18:24:06,15,0
 2019-07-31 18:24:07,15,0
 2019-07-31 18:24:08,15,0
 2019-07-31 18:24:08,15,0
 2019-07-31 18:24:09,15,0
 2019-07-31 18:24:11,15,0
 2019-07-31 18:24:12,15,0
 2019-07-31 18:24:13,15,0
 2019-07-31 18:24:14,15,0
 2019-07-31 18:24:15,13,0
 2019-07-31 18:24:15,11,0
 2019-07-31 18:24:16,12,1
 2019-07-31 18:24:18,12,0
 2019-07-31 18:24:19,12,0
 2019-07-31 18:24:20,12,0
 2019-07-31 18:24:21,12,0
 2019-07-31 18:24:22,12,0
 2019-07-31 18:24:23,12,0
 2019-07-31 18:24:23,11,0
 2019-07-31 18:24:25,13,2
 2019-07-31 18:24:26,13,0
 2019-07-31 18:24:27,14,1
 2019-07-31 18:24:28,14,0
 2019-07-31 18:24:29,13,0
 2019-07-31 18:24:30,13,0
 2019-07-31 18:24:30,13,0
 2019-07-31 18:24:31,13,0
 2019-07-31 18:24:33,12,1
 2019-07-31 18:24:34,12,0
 2019-07-31 18:24:35,11,0
 2019-07-31 18:24:35,11,0
 2019-07-31 18:24:36,11,0
 2019-07-31 18:24:37,11,0
 2019-07-31 18:24:37,11,0
 2019-07-31 18:24:38,12,1
 2019-07-31 18:24:40,11,0
 2019-07-31 18:24:41,11,0
 2019-07-31 18:24:42,12,1
 2019-07-31 18:24:43,13,1
 2019-07-31 18:24:44,13,0
 2019-07-31 18:24:45,13,0
 2019-07-31 18:24:45,13,0
 2019-07-31 18:24:46,13,0
 2019-07-31 18:24:48,12,0
 2019-07-31 18:24:49,13,1
 2019-07-31 18:24:50,13,0
 2019-07-31 18:24:51,13,0
 2019-07-31 18:24:52,14,1
 2019-07-31 18:24:52,14,0
 2019-07-31 18:24:53,13,0
 2019-07-31 18:24:55,13,0
 2019-07-31 18:24:56,13,0
 2019-07-31 18:24:57,11,0
 2019-07-31 18:24:58,11,0
 2019-07-31 18:24:59,11,0
 2019-07-31 18:25:00,11,0
 2019-07-31 18:25:00,12,1
 2019-07-31 18:25:01,11,0
 2019-07-31 18:25:03,12,1
 2019-07-31 18:25:04,12,0
 2019-07-31 18:25:05,12,0
 2019-07-31 18:25:06,12,0
 2019-07-31 18:25:07,12,0
 2019-07-31 18:25:07,13,1
 2019-07-31 18:25:08,14,1
 2019-07-31 18:25:10,14,0
 2019-07-31 18:25:11,14,0
 2019-07-31 18:25:12,14,0
 2019-07-31 18:25:13,14,0
 2019-07-31 18:25:14,14,0
 2019-07-31 18:25:15,14,0
 2019-07-31 18:25:15,13,0
 2019-07-31 18:25:17,14,1
 2019-07-31 18:25:18,14,0
 2019-07-31 18:25:19,14,0
 2019-07-31 18:25:20,14,0
 2019-07-31 18:25:21,14,0
 2019-07-31 18:25:22,14,0
 2019-07-31 18:25:22,14,0
 2019-07-31 18:25:23,12,0
 2019-07-31 18:25:25,12,0
 2019-07-31 18:25:26,11,0
 2019-07-31 18:25:27,12,1
 2019-07-31 18:25:28,12,0
 2019-07-31 18:25:29,13,1
 2019-07-31 18:25:29,14,1
 2019-07-31 18:25:30,14,0
 2019-07-31 18:25:32,13,0
 2019-07-31 18:25:33,13,0
 2019-07-31 18:25:34,13,0
 2019-07-31 18:25:35,13,0
 2019-07-31 18:25:36,13,0
 2019-07-31 18:25:37,13,0
 2019-07-31 18:25:37,13,0
 2019-07-31 18:25:38,13,1
 2019-07-31 18:25:40,13,0
 2019-07-31 18:25:41,13,0
 2019-07-31 18:25:42,12,0
 2019-07-31 18:25:43,11,0
 2019-07-31 18:25:44,11,0
 2019-07-31 18:25:44,11,0
 2019-07-31 18:25:45,12,1
 2019-07-31 18:25:47,12,0
 2019-07-31 18:25:48,13,1
 2019-07-31 18:25:49,12,0
 2019-07-31 18:25:50,12,0
 2019-07-31 18:25:51,13,1
 2019-07-31 18:25:52,12,0
 2019-07-31 18:25:52,12,0
 2019-07-31 18:25:54,12,0
 2019-07-31 18:25:56,12,0
 2019-07-31 18:25:57,12,0
 2019-07-31 18:25:58,13,1
 2019-07-31 18:25:59,13,0
 2019-07-31 18:25:59,14,1
 2019-07-31 18:26:00,14,0
 2019-07-31 18:26:02,13,0
 2019-07-31 18:26:03,14,1
 2019-07-31 18:26:04,13,0
 2019-07-31 18:26:05,13,0
 2019-07-31 18:26:06,13,0
 2019-07-31 18:26:06,13,0
 2019-07-31 18:26:07,13,0
 2019-07-31 18:26:09,12,0
 2019-07-31 18:26:10,11,0
 2019-07-31 18:26:11,12,1
 2019-07-31 18:26:12,12,0
 2019-07-31 18:26:13,12,0
 2019-07-31 18:26:14,13,1
 2019-07-31 18:26:14,13,0
 2019-07-31 18:26:15,13,0
 2019-07-31 18:26:17,13,0
 2019-07-31 18:26:18,12,0
 2019-07-31 18:26:19,12,0
 2019-07-31 18:26:20,12,0
 2019-07-31 18:26:21,14,2
 2019-07-31 18:26:21,15,1
 2019-07-31 18:26:22,15,0
 2019-07-31 18:26:24,15,0
 2019-07-31 18:26:25,15,0
 2019-07-31 18:26:26,15,0
 2019-07-31 18:26:27,15,0
 2019-07-31 18:26:28,14,0
 2019-07-31 18:26:29,14,0
 2019-07-31 18:26:29,13,0
 2019-07-31 18:26:30,12,0
 2019-07-31 18:26:32,12,0
 2019-07-31 18:26:33,12,0
 2019-07-31 18:26:34,12,0
 2019-07-31 18:26:35,13,1
 2019-07-31 18:26:36,13,0
 2019-07-31 18:26:36,13,0
 2019-07-31 18:26:37,13,0
 2019-07-31 18:26:39,13,0
 2019-07-31 18:26:40,12,0
 2019-07-31 18:26:41,12,0
 2019-07-31 18:26:42,12,0
 2019-07-31 18:26:43,13,1
 2019-07-31 18:26:44,13,0
 2019-07-31 18:26:44,13,0
 2019-07-31 18:26:46,13,0
 2019-07-31 18:26:47,13,1
 2019-07-31 18:26:48,13,0
 2019-07-31 18:26:49,12,0
 2019-07-31 18:26:50,12,0
 2019-07-31 18:26:51,13,1
 2019-07-31 18:26:51,12,0
 2019-07-31 18:26:52,12,0
 2019-07-31 18:26:54,12,0
 2019-07-31 18:26:55,13,1
 2019-07-31 18:26:56,13,0
 2019-07-31 18:26:57,13,0
 2019-07-31 18:26:58,12,0
 2019-07-31 18:26:58,12,0
 2019-07-31 18:26:59,11,0
 2019-07-31 18:27:01,11,0
 2019-07-31 18:27:02,11,0
 2019-07-31 18:27:03,10,0
 2019-07-31 18:27:04,10,0
 2019-07-31 18:27:05,10,0
 2019-07-31 18:27:06,10,0
 2019-07-31 18:27:06,10,0
 2019-07-31 18:27:07,10,0
 2019-07-31 18:27:09,10,0
 2019-07-31 18:27:10,10,0
 2019-07-31 18:27:11,9,0
 2019-07-31 18:27:12,9,0
 2019-07-31 18:27:13,10,1
 2019-07-31 18:27:13,10,1
 2019-07-31 18:27:14,10,0
 2019-07-31 18:27:16,11,1
 2019-07-31 18:27:17,11,0
 2019-07-31 18:27:18,12,1
 2019-07-31 18:27:19,12,0
 2019-07-31 18:27:20,13,1
 2019-07-31 18:27:21,11,0
 2019-07-31 18:27:21,10,0
 2019-07-31 18:27:23,10,0
 2019-07-31 18:27:24,10,0
 2019-07-31 18:27:25,10,0
 2019-07-31 18:27:26,10,0
 2019-07-31 18:27:27,10,0
 2019-07-31 18:27:28,10,0
 2019-07-31 18:27:28,10,0
 2019-07-31 18:27:29,10,0
 2019-07-31 18:27:31,11,1
 2019-07-31 18:27:32,11,0
 2019-07-31 18:27:33,13,2
 2019-07-31 18:27:34,13,0
 2019-07-31 18:27:35,13,1
 2019-07-31 18:27:35,13,0
 2019-07-31 18:27:35,14,1
 2019-07-31 18:27:36,14,0
 2019-07-31 18:27:38,14,0
 2019-07-31 18:27:39,14,0
 2019-07-31 18:27:40,14,0
 2019-07-31 18:27:41,14,0
 2019-07-31 18:27:42,13,0
 2019-07-31 18:27:43,13,0
 2019-07-31 18:27:43,14,1
 2019-07-31 18:27:44,14,0
 2019-07-31 18:27:46,13,0
 2019-07-31 18:27:47,14,1
 2019-07-31 18:27:48,14,0
 2019-07-31 18:27:49,14,0
 2019-07-31 18:27:50,13,0
 2019-07-31 18:27:50,13,0
 2019-07-31 18:27:51,14,1
 2019-07-31 18:27:53,15,1
 2019-07-31 18:27:54,15,1
 2019-07-31 18:27:55,16,1
 2019-07-31 18:27:56,18,2
 2019-07-31 18:27:57,19,1
 2019-07-31 18:27:58,21,2
 2019-07-31 18:27:58,21,0
 2019-07-31 18:27:59,21,0
 2019-07-31 18:28:01,21,0
 2019-07-31 18:28:02,22,1
 2019-07-31 18:28:03,22,0
 2019-07-31 18:28:04,22,0
 2019-07-31 18:28:05,22,0
 2019-07-31 18:28:05,25,3
 2019-07-31 18:28:06,26,1
 2019-07-31 18:28:08,26,0
 2019-07-31 18:28:09,26,0
 2019-07-31 18:28:10,26,0
 2019-07-31 18:28:11,26,0
 2019-07-31 18:28:12,25,0
 2019-07-31 18:28:13,24,0
 2019-07-31 18:28:13,25,1
 2019-07-31 18:28:15,24,0
 2019-07-31 18:28:16,25,1
 2019-07-31 18:28:17,25,1
 2019-07-31 18:28:18,25,0
 2019-07-31 18:28:19,24,0
 2019-07-31 18:28:20,24,0
 2019-07-31 18:28:20,24,0
